School,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Received,B_W_G_Received,Rice_Excess,B_W_G_Excess,Rice_Remaining,B_W_G_Remaining,B_W_G_Temperatures,Rice_Temp,Missed_Food,Next_Day_Projection,Food_Arrival_Time,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By,Week,Weekday,Missed_Projection
Kahunira Primary,07-01-25,Rice and Beans,600,625,563,62,0,4,23,52,12,151,181,13,0,0,0,59.8,69.3,0,650,12:39:00,12:50:00,13:40:00,"We project this number because, tomorrow grade 7 will report to school total number of (112) students ,grade one students will also report tomorrow (78)in total.","The meal was delicious,kids  enjoyed.",line management  was well conducted by teacher on duty.,"The actual meals served today increased from 473 to 625 meals that were served today,this is as a result of increased student turn out and also new registration that is still going on.","Failed taps today decreased by 4, yesterday we had 27 failed taps while today we had 23 taps.",Mwangi Mary,week1,Tuesday,-25
Kamondo Primary,07-01-25,Rice and Beans,230,236,224,12,0,3,9,6,8,58,70,0,0,0,0,67,70,0,280,11:16:00,12:40:00,13:30:00,We expect  tomorrow  turn up to be a bit  higher compared to today as we expect more kids to report tomorrow ,The food was tasty and arrived  early,kids arranged themselves  in their respective classes,236 actual taps this is an rise from 186 previous day as more  kids reported  to school today,,,week1,Tuesday,-6
Kanjai Primary,07-01-25,Rice and Beans,380,370,345,25,0,3,10,19,8,96,115,11.5,1,0,0,62.5,72,0,400,10:00:00,12:40:00,13:20:00,Being the 2nd day in school we expect higher turnout though it will not be normal turnout because G6 will report to school next week on Tuesday.,food was delicious,que was well managed,The number of Actual meal serverd has increased from 273 to 370 compared to yesterday.,The number of failed taps has reduced from 34 to 10.,Peninah Njuguna,week1,Tuesday,10
Kanyore Primary,07-01-25,Rice and Beans,400,526,526,0,0,3,20,24,6,101,121,10,0,9,0,63.6,61.3,0,600,11:42:00,12:40:00,13:17:00,Projected 400 because more kids are expected to report back by tomorrow.,The food was delicious,Queue was well managed.,The number of successful taps  increased from 344 to 526 because some kids who were absent reported.,,,week1,Tuesday,-126
Karia Primary,07-01-25,Rice and Beans,400,446,415,31,0,3,14,4,3,101,121,0,0,0,0,63,67,0,500,13:10:00,13:20:00,14:00:00,Tomorrow's projection is 400 as I expect more pupils to report back to school and parents to top up the accounts.,The food was  delicious,The queue management was smooth. Teachers on duty  assisted.,"The number of actual meals served today is 446. This is an increase from yesterday's 326 meals, more pupils reporeted back to school..","Today's failed taps are  14, a decrease from yesterday's  21. Parents credited the accounts.",,week1,Tuesday,-46
Kiaibabu Primary,07-01-25,Rice and Beans,230,249,249,0,0,2,7,3,1,58,70,0,0,0,0,68.2,71.9,0,260,10:52:00,14:10:00,14:30:00,We are projecting 200 because  ECDE kids will be reporting back tomorrow ad we are expecting more students will be available tomorrow.,The food was delicious.,The queue was well organized with the help of the teachers on duty.,"Actual meals served today is 249, an increase of 74  from  yesterday's 175 as most pupils have reported back.",Today's failed tap was 7 a decrease of 2 from 9 yesterday's as parents did remember to top up their account on time.,john kimani,week1,Tuesday,-19
Kiairia Primary,07-01-25,Rice and Beans,160,183,168,15,0,2,5,4,0,41,49,0,0,0,0,51.5,72.9,0,200,13:35:00,13:50:00,14:20:00,We expect  tomorrow  turn up to be a bit  higher compared to today as we expect more kids to report tomorrow and also grade seven are reporting  tomorrow. ,The food was delicious but was not enough,Queue was well managed according to classes.,Actual meals served was 183 this is a higher number  compared yesterday's which was 123.,,,week1,Tuesday,-23
Kiambururu Primary,07-01-25,Rice and Beans,240,262,240,22,0,3,5,10,2,61,73,0,0,0,0,61.3,60.1,0,280,11:22:00,12:40:00,13:30:00,We expect the number of kids who report tomorrow to increase as well as the ECDE kids .,*The food was savoury,*Queues were orderly and well managed by tsm,*The number of actual meals was 262 a higher number in comparison to yesterday's actual meals that were 180.,"We had 5 failed taps, a lower number in comparison to yesterday's s failed taps that were 8. The parents had not topped up their accounts .",Gladys Njeri.,week1,Tuesday,-22
Kiawaiguru Primary,07-01-25,Rice and Beans,150,190,190,0,0,2,2,3,1,38,46,0,0,0,0,67,69,0,210,12:16:00,12:40:00,13:15:00,We are projecting 140 as we expect all kids to be present,The food was warm and enough,queuing was done with moderation and order of grades,"*Today's successful  taps was 190 compared to yesterday's  125, an increase of 65 as students  attended school in high numbers",Today we had 2 failed taps compared to yesterday's  3 as parents are remembering to top up,DAVID NDUNG'U KINYANJUI,week1,Tuesday,-40
Kiawairia Primary,07-01-25,Rice and Beans,110,124,124,0,0,2,3,1,2,36,43,0,0,0,0,67,69,0,140,12:31:00,13:00:00,13:19:00,We are projecting this number expecting more students will be available tomorrow.,food was delicious,queuing was done with moderation  assisted by the TOD,Tapped successful 124 compared to successful 97 previous day since most of the students reported back to school,we had 3 failed taps compared to 1 failed tap yesterday.These are parents who forgot to top up accounts.,,week1,Tuesday,-14
Kibichoi Primary,07-01-25,Rice and Beans,150,181,181,0,0,2,5,2,0,38,46,0,0,0,0,65,75,0,200,10:50:00,12:40:00,13:05:00,We are projecting this number expecting more students will be available tomorrow.,The food today was sour,,Queues were transitioning well from class to class.,"The number of successful taps 181,increased from 126 to 181 as more kids reported back today.",Beth Kabura,week1,Tuesday,-31
Kigumo Primary,07-01-25,Rice and Beans,140,198,198,0,0,2,6,3,2,36,43,0,0,1.5,0,62,71,0,220,11:24:00,12:40:00,13:21:00,"We are projecting 135,we are expecting the kids to turn up well and also hoping the number of failed taps to reduce.",Food was delicious.,Queue management was orderly assisted by the teacher on duty,"We had 198 actual meals served compared to yesterday where we had 114,this increase was led by kids reporting back to school well.",We had 6 failed taps since parents did not top up their accounts a decrease of 1 from 7 which we had yesterday,James Marigono Kinyanjui,week1,Tuesday,-58
Kihuririo Primary,07-01-25,Rice and Beans,400,482,482,0,0,3,10,5,1,101,121,7,0,0,0,67,63,0,500,11:08:00,12:50:00,13:40:00,i am   expecting the number of students to increase tomorrow considering some students were absent.,The food was delicious.,I managed the queue orderly.,successful taps were 482 an increase from 321. students reported back to school.,Failed taps today were 10 an increase from  5. The parents forgot to top up their accounts and some students reported to school.,,week1,Tuesday,-82
Kindiga Primary,07-01-25,Rice and Beans,130,135,125,10,0,2,0,8,4,33,40,0,0,0,0,65.6,75,0,145,11:04:00,12:50:00,13:05:00,We projects an increase in meals served as grade 7 resumes tomorrow.,food was Well cooked.,the queues were well organized by TSM,The Actual meal served was 135 An increase from 76 in yesterday's report.,failed taps were 0,,week1,Tuesday,-5
Komothai Primary,07-01-25,Rice and Beans,120,135,135,0,0,2,6,3,1,31,37,0,0,2,1.8,68,60,0,150,9:04:00,12:40:00,13:14:00,l expect more students to report tomorrow.,The food was delicious.,I managed the queue orderly.,Actual meals served today is 135 which is a higher number compared to yesterday's 90 actual meals. A number of students reported back to school.,Failed taps today were 6 an increase from yesterday's 2 failed taps. The parents forgot to top up their accounts.,Jane Wanjiru,week1,Tuesday,-15
Lioki Primary,07-01-25,Rice and Beans,130,133,118,15,0,2,18,2,0,33,40,0,0,0,0,65,67.3,0,160,13:30:00,13:40:00,13:55:00,We have projected 120 as we expect kids to continue reporting back to school ,The food was delicious,The queues were well organized  with the help of TOD,the number of actual meals served today is 133 from 97. parents topped up and most kids are back to school.,failed taps number is 18 from 17 . parents didn't top up.,,week1,Tuesday,-3
Mathanja Primary,07-01-25,Rice and Beans,150,126,126,0,0,2,4,9,2,38,46,10,7,0,0,65,66,0,150,12:05:00,12:35:00,13:15:00,we  expect all the students to resume school tomorrow.,food was delicious,students were orderly no assistance was needed.,we had 126 successful taps an increase by 33 compared to yesterday,we had 4 failed taps a decrease by 6 compared to yesterday.,,week1,Tuesday,24
Matuguta Primary,07-01-25,Rice and Beans,410,422,391,31,0,3,7,6,4,103,124,10,0,0,0,74.2,62.3,0,450,10:23:00,12:40:00,13:40:00,Being the 2nd day in school we expect higher turnout since more students will resume back. Also because of the new ECD students joining thr school.,food was delicious,Line management was good. Helped by the teacher on duty.,The number of Actual meal served was 422 an increase from 331.This was because students are continuing reporting back to school.,The number of failed taps was 7 a decrease from 22.Reminded the kids to remind their parents to top up.,Haron Muiruri,week1,Tuesday,-12
Miguta Primary,07-01-25,Rice and Beans,250,245,223,22,0,2,1,13,1,63,76,0,0,0,1,69,70,0,250,10:52:00,12:45:00,14:25:00,We are expecting higher turnout and will be registering grade 1 students tomorrow.,The food was delicious.,The queue was well managed.,"*There were 245 successful taps, an increase from yesterday's 191 taps, the student turnout today was amazing.","We had one failed tap, a drop from yesterday's two failed taps, parents topped their accounts.",Anastacia Njoroge,week1,Tuesday,5
Miiri Primary,07-01-25,Rice and Beans,350,325,306,19,0,3,12,13,2,88,106,10,0,0,0,60,75,0,350,9:40:00,12:30:00,13:30:00,We expect an  increase in students turnout  being the second day of school opening.,The food was mouthwatering.,The TOD efficiently managed queue operations.,"Actual meals  rose to 325  from 223, as school  attendance  increased",Failed taps dropped  to 12  from 28 as parents had not paid on time.,Daniel,week1,Tuesday,25
Mitahato Primary,07-01-25,Rice and Beans,250,273,273,0,0,2,10,3,0,63,76,0,0,0,0,67,70,0,260,11:07:00,13:00:00,13:45:00,we expect higher turnup tomorrow,The food was delicious.,The TOD helped with line management.,There were 273 Successful taps an increase from 191. There was a higher turnup today.,There was 10 failed taps an increase from previous 3. Parents did not top up their accounts.,,week1,Tuesday,-23
Mukubu Primary,07-01-25,Rice and Beans,160,190,190,0,0,2,12,7,0,41,49,0,0,0,0,68.3,69.1,0,250,10:44:00,12:38:00,13:40:00,The number of absentee will decrease and kids will turn up well tomorrow,The food was  hot and delicious.,I controlled the queue,There were 190Successful taps ancrease from previous taps 131,There was 12failed tap adecrease from  previous taps 15 . parents did the top up,,week1,Tuesday,-30
Ndireti Primary,07-01-25,Rice and Beans,150,203,203,0,0,3,7,7,1,38,46,10,0,0,0,68,78,0,210,11:45:00,12:40:00,13:00:00,We are projecting 150 because  ECDE kids will be reporting back tomorrow ad we are expecting more students will be available tomorrow.,*The food was delicious,*I managed the queue  well.,We had 203 actual taps an increase compared to the 132 we fed yesterday.,,George Gichungwa,week1,Tuesday,-53
Ngemwa Primary,07-01-25,Rice and Beans,200,200,178,22,0,2,2,8,4,51,61,0,0,0,0,75,72,0,220,10:27:00,12:45:00,13:15:00,I am projecting this number because we expect more kids to resume school tomorrow.,The food was delicious.,The line management was successful.,"Numbers of actual meals served increased from 157,,Previous day's ,to 200 because more kids reported today.","Failed taps  decreased from 3,,yesterday's failed taps to 2, today's failed taps because parents are toping up well",Lucy Njoki,week1,Tuesday,0
Ngewa Primary,07-01-25,Rice and Beans,250,273,273,0,0,2,5,2,0,63,76,0,0,4,4,63,61,0,300,10:32:00,12:30:00,13:30:00,we are expecting more students to attend school tomorrow,The food was delicious.,The queue was well organized with the help of the teachers on duty.,Actual meals served today is 273 which is a increase compared to the yesterday which was 220,There were 5 failed taps today which is a decrease from 7 failed taps yesterday.,Eric Muriithi,week1,Tuesday,-23
Njunu Primary,07-01-25,Rice and Beans,210,221,221,0,0,2,3,6,0,53,64,0,0,0,0,57,62,0,230,11:50:00,12:46:00,13:16:00,Projected 210 because  the ECD will open school tomorrow and the absent students today might report tomorrow ,The food was delicious but not hot,Queueing was well managed with the help of the teacher on duty,successful taps were 221 an increase of 59 taps from yesterday's 162 successful taps,3 failed taps a decrease of 2 taps from yesterday's 5 failed taps,,week1,Tuesday,-11
Nyaga Primary,07-01-25,Rice and Beans,400,392,392,0,0,3,15,3,0,101,121,11.5,0,15.5,23.1,64,73,0,500,10:25:00,12:18:00,13:21:00,"We are projecting 550, we are expecting the kids to turn up well and also hoping the number of failed taps to reduce",Food was delicious.,Queue management was orderly assisted by the teacher on duty,We had 391 actual meals served compared to 243 of yesterday since students are still reporting back.,We had 13 failed taps compared to 8 of yesterday since parents did not top up their accounts.,Erick Murage,week1,Tuesday,8
Riamute Primary,07-01-25,Rice and Beans,300,316,292,24,0,3,13,7,0,76,91,0,0,0,0,70,65,0,320,10:50:00,12:30:00,13:20:00,We expect the number to increase as we move on,*The food was delicious and hot.,Queues were orderly and organised with the help of TOD,*The number of actual taps was 316  a higher number than previous day which was 243.,We had 13 failed taps today a lower number than previous day which was 15 as we are reminding the kid to tell the parents to top up their accounts.,,week1,Tuesday,-16
